Date Time,p (mbar),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),SWDR (W/m?,PAR (µmol/m?s),Tlog (degC),T (degC)
06.05.2021 17:00:00,978.91,2.85,64.71,11.59,7.5,4.09,4.78,7.66,1204.61,2.02,3.64,190.7,129.5,263.1,19.27,9.12
06.05.2021 17:10:00,978.75,2.87,64.44,11.66,7.51,4.15,4.79,7.68,1204.03,3.06,4.98,188.9,127.05,258.91,19.39,9.21
06.05.2021 17:20:00,978.63,2.73,64.19,11.59,7.44,4.15,4.74,7.6,1204.3,3.42,4.89,198.5,112.46,228.82,19.46,9.12
06.05.2021 17:30:00,978.63,2.6,63.24,11.65,7.37,4.28,4.7,7.53,1203.99,3.93,5.41,185.3,101.08,206.61,19.45,9.2
06.05.2021 17:40:00,978.58,2.62,63.64,11.59,7.38,4.22,4.7,7.54,1204.22,4.29,5.75,183.6,104.65,214.46,19.38,9.13
06.05.2021 17:50:00,978.56,2.58,63.88,11.52,7.36,4.16,4.69,7.52,1204.63,4.2,5.9,198,89,181.38,19.26,9.03
06.05.2021 18:00:00,978.52,2.5,63.98,11.43,7.31,4.12,4.66,7.47,1205.07,4.84,7.65,207.4,85.68,173.05,19.12,8.92
06.05.2021 18:10:00,978.37,2.46,64.54,11.3,7.29,4.01,4.65,7.45,1205.62,3.86,6.07,207.6,88.21,177.02,18.97,8.75
06.05.2021 18:20:00,978.3,2.49,64.79,11.28,7.31,3.97,4.66,7.47,1205.61,3.71,5.64,194.1,73.04,146.69,18.82,8.73
06.05.2021 18:30:00,978.29,2.48,64.81,11.27,7.3,3.97,4.66,7.47,1205.69,3.43,4.64,180.6,57.61,115.83,18.7,8.71
06.05.2021 18:40:00,978.22,2.3,64.3,11.22,7.21,4,4.6,7.37,1205.95,2.97,4.94,184.1,38.38,77.59,18.61,8.64
06.05.2021 18:50:00,978.17,1.97,63.06,11.17,7.04,4.13,4.49,7.2,1206.22,3.26,4.88,175.7,21.04,43.77,18.54,8.58
06.05.2021 19:00:00,978.14,2.05,63.62,11.13,7.08,4.05,4.52,7.24,1206.38,2.29,3.58,175.4,12.75,27.4,18.47,8.53
06.05.2021 19:10:00,978.2,2.22,64.4,11.13,7.17,3.96,4.57,7.33,1206.41,1.59,3.42,174.2,8.68,19.02,18.42,8.53
06.05.2021 19:20:00,978.18,2.22,64.72,11.08,7.17,3.91,4.57,7.33,1206.69,1.99,4.2,153.1,4.69,11.27,18.4,8.46
06.05.2021 19:30:00,978.13,2.29,65.57,10.99,7.21,3.78,4.6,7.37,1207.12,2.17,4.85,160.5,3.08,7.73,18.41,8.34
06.05.2021 19:40:00,978.24,1.85,64.22,10.87,6.98,3.89,4.45,7.14,1208.05,3.66,5.8,199.5,1.25,4.24,18.4,8.18
06.05.2021 19:50:00,978.32,1.63,64.01,10.74,6.87,3.86,4.38,7.02,1208.99,3.13,4.35,191.7,0,1.77,18.33,8
06.05.2021 20:00:00,978.48,1.39,63.93,10.57,6.76,3.81,4.31,6.91,1210.23,2.73,4.72,187.5,0,0,18.21,7.77
06.05.2021 20:10:00,978.45,1.9,67.66,10.36,7.01,3.35,4.47,7.16,1211.34,1.78,3.27,192.5,0,0,18.04,7.47
06.05.2021 20:20:00,978.69,2.16,70.2,10.17,7.14,3.03,4.55,7.29,1212.75,3.09,4.38,201.6,0,0,17.89,7.2
06.05.2021 20:30:00,978.71,2.59,73.36,10.04,7.36,2.67,4.69,7.52,1213.48,2.02,2.68,205.3,0,0,17.71,7.01
06.05.2021 20:40:00,978.74,3.01,77.64,9.77,7.58,2.18,4.83,7.75,1215.12,2.05,2.75,231.1,0,0,17.52,6.62
06.05.2021 20:50:00,978.66,2.7,76.69,9.67,7.42,2.25,4.73,7.58,1215.72,2.08,2.71,229,0,0,17.33,6.48
06.05.2021 21:00:00,978.74,2.98,79.14,9.57,7.57,2,4.82,7.73,1216.45,2.37,3.2,235.2,0,0,17.13,6.32
06.05.2021 21:10:00,978.71,3.52,83.5,9.42,7.87,1.55,5.01,8.04,1217.24,1.8,2.61,247.9,0,0,16.93,6.1
06.05.2021 21:20:00,978.57,3.69,85.7,9.29,7.96,1.33,5.08,8.14,1217.88,0.56,0.87,230.9,0,0,16.75,5.9
06.05.2021 21:30:00,978.47,3.85,87.6,9.19,8.05,1.14,5.14,8.23,1218.38,0.89,1.39,229.8,0,0,16.61,5.74
06.05.2021 21:40:00,978.44,3.92,88.1,9.18,8.09,1.09,5.16,8.27,1218.41,1.13,1.64,222.9,0,0,16.52,5.73
06.05.2021 21:50:00,978.45,4.01,88.4,9.21,8.14,1.07,5.19,8.32,1218.2,1.16,1.61,224.1,0,0,16.46,5.77
06.05.2021 22:00:00,978.38,4.22,89.8,9.21,8.27,0.94,5.27,8.45,1218.09,0.95,1.55,220.9,0,0,16.42,5.76
06.05.2021 22:10:00,978.26,4.6,92,9.23,8.49,0.74,5.42,8.68,1217.67,0.74,1.49,160.9,0,0,16.39,5.8
06.05.2021 22:20:00,978.31,4.75,93.3,9.19,8.58,0.62,5.47,8.77,1217.95,1,1.86,195.8,0,0,16.38,5.74
06.05.2021 22:30:00,978.39,4.73,94.1,9.1,8.57,0.54,5.46,8.76,1218.66,1.15,1.63,196.2,0,0,16.38,5.6
06.05.2021 22:40:00,978.42,4.55,93.2,9.08,8.46,0.62,5.4,8.65,1218.93,1.02,1.42,205.8,0,0,16.38,5.56
06.05.2021 22:50:00,978.38,4.28,91.2,9.1,8.3,0.8,5.29,8.48,1218.81,1.41,2.02,212,0,0,16.37,5.6
06.05.2021 23:00:00,978.32,4.39,92.1,9.08,8.36,0.72,5.33,8.55,1218.84,1.56,2.02,190.2,0,0,16.35,5.56
06.05.2021 23:10:00,978.19,4.56,94.6,8.95,8.46,0.48,5.4,8.65,1219.55,1.46,1.99,199.2,0,0,16.33,5.35
06.05.2021 23:20:00,978.07,4.75,96.5,8.89,8.57,0.31,5.47,8.77,1219.78,0.93,1.42,211.7,0,0,16.29,5.26
06.05.2021 23:30:00,978.06,4.74,96.4,8.89,8.57,0.32,5.47,8.77,1219.71,1.46,2.33,211.7,0,0,16.26,5.27
06.05.2021 23:40:00,978.16,4.56,95.4,8.87,8.46,0.41,5.4,8.65,1220.05,1.78,2.21,218.4,0,0,16.22,5.23
06.05.2021 23:50:00,978.2,4.34,94,8.87,8.34,0.53,5.32,8.52,1220.18,1.22,1.8,208.3,0,0,16.17,5.23
07.05.2021 00:00:00,978.26,4.43,94.4,8.89,8.39,0.5,5.35,8.57,1220.1,1.56,3.2,224.7,0,0,16.11,5.26
07.05.2021 00:10:00,978.37,4.47,95,8.85,8.41,0.44,5.36,8.59,1220.48,1.65,2.44,233,0,0,16.07,5.2
07.05.2021 00:20:00,978.37,4.62,97.1,8.75,8.5,0.25,5.42,8.69,1221.14,1.18,1.71,207,0,0,16.03,5.04
07.05.2021 00:30:00,978.17,4.61,96.9,8.76,8.49,0.27,5.42,8.68,1220.82,1.3,2.81,209.1,0,0,16,5.06
07.05.2021 00:40:00,978.08,4.44,95.8,8.76,8.39,0.37,5.35,8.58,1220.77,1.57,2.84,218.9,0,0,15.98,5.05
07.05.2021 00:50:00,978.1,4.47,95.5,8.81,8.41,0.4,5.37,8.6,1220.44,1.24,3.27,211,0,0,15.97,5.13
07.05.2021 01:00:00,978.06,4.16,93.6,8.79,8.23,0.56,5.25,8.41,1220.59,1.22,1.81,222.3,0,0,15.96,5.1
07.05.2021 01:10:00,978.12,4.2,94.1,8.77,8.25,0.52,5.27,8.44,1220.8,1.12,2.78,233.2,0,0,15.95,5.07
07.05.2021 01:20:00,978.29,4.13,94,8.74,8.21,0.52,5.24,8.4,1221.28,0.77,2.05,247.5,0,0,15.94,5.02
07.05.2021 01:30:00,978.38,4.14,94,8.74,8.22,0.52,5.24,8.4,1221.36,1.04,2.21,228.8,0,0,15.92,5.02
07.05.2021 01:40:00,978.46,4.34,96.3,8.66,8.34,0.32,5.32,8.52,1222.02,1.12,1.95,219.8,0,0,15.9,4.88
07.05.2021 01:50:00,978.5,4.32,97.1,8.57,8.33,0.25,5.31,8.51,1222.68,1.28,1.54,209.7,0,0,15.88,4.74
07.05.2021 02:00:00,978.37,4.5,97.7,8.63,8.43,0.2,5.37,8.61,1222.09,1.28,2.39,187.1,0,0,15.87,4.83
07.05.2021 02:10:00,978.26,4.3,95.3,8.72,8.31,0.41,5.3,8.49,1221.33,1.31,2.62,193.8,0,0,15.85,4.98
07.05.2021 02:20:00,978.44,4.13,94.1,8.73,8.21,0.51,5.24,8.39,1221.55,1.22,1.96,248.7,0,0,15.84,5
07.05.2021 02:30:00,978.55,4.06,93.5,8.74,8.17,0.57,5.21,8.35,1221.62,0.58,1.71,287.9,0,0,15.84,5.02
07.05.2021 02:40:00,978.73,4.02,93.4,8.73,8.15,0.58,5.2,8.33,1221.94,1.3,2.4,242.2,0,0,15.83,5
07.05.2021 02:50:00,978.75,4.03,94,8.68,8.16,0.52,5.2,8.33,1222.31,1.74,2.25,244.9,0,0,15.83,4.92
07.05.2021 03:00:00,978.77,3.98,93.6,8.68,8.13,0.56,5.18,8.3,1222.31,1.45,1.99,244.1,0,0,15.81,4.93
07.05.2021 03:10:00,978.81,4.03,93.7,8.7,8.16,0.55,5.2,8.33,1222.2,1.35,2.05,235.7,0,0,15.77,4.96
07.05.2021 03:20:00,978.85,4.13,94.5,8.69,8.21,0.48,5.23,8.39,1222.33,0.87,1.42,252.5,0,0,15.75,4.93
07.05.2021 03:30:00,978.87,4.18,94.9,8.68,8.24,0.44,5.25,8.42,1222.39,1.11,1.99,240.1,0,0,15.73,4.92
07.05.2021 03:40:00,978.87,4.25,95.8,8.65,8.28,0.36,5.28,8.46,1222.64,1.17,2.05,240.3,0,0,15.72,4.86
07.05.2021 03:50:00,978.9,4.35,96.9,8.61,8.34,0.27,5.32,8.52,1222.91,0.79,1.3,246.8,0,0,15.71,4.8
07.05.2021 04:00:00,978.91,4.41,97.3,8.61,8.38,0.23,5.34,8.56,1222.92,0.94,1.93,259.1,0,0,15.68,4.8
07.05.2021 04:10:00,978.98,4.44,97.7,8.59,8.39,0.2,5.35,8.57,1223.12,1.53,2.43,254.6,0,0,15.65,4.77
07.05.2021 04:20:00,979.1,4.4,97.2,8.61,8.37,0.24,5.33,8.55,1223.14,1.99,3.37,254.8,0,0,15.6,4.81
07.05.2021 04:30:00,979.2,4.46,97.6,8.61,8.41,0.21,5.36,8.59,1223.22,1.47,2.49,255.4,0,1.05,15.51,4.81
07.05.2021 04:40:00,979.26,4.52,98.1,8.6,8.44,0.16,5.38,8.62,1223.38,1.31,2.09,244.1,0.41,2.05,15.41,4.79
07.05.2021 04:50:00,979.36,4.65,99.3,8.58,8.52,0.06,5.43,8.7,1223.62,0.98,1.74,229,1.15,3.73,15.34,4.75
07.05.2021 05:00:00,979.5,4.77,99.4,8.64,8.59,0.05,5.47,8.77,1223.29,0.42,0.97,243.2,1.8,4.97,15.31,4.86
07.05.2021 05:10:00,979.66,4.68,98.1,8.7,8.54,0.17,5.44,8.71,1223.11,1.09,2.06,250,3.26,7.61,15.32,4.95
07.05.2021 05:20:00,979.78,4.59,97,8.75,8.48,0.26,5.4,8.66,1222.96,1.28,2.25,243.4,5.26,11.39,15.35,5.03
07.05.2021 05:30:00,979.92,4.62,96.6,8.8,8.5,0.3,5.41,8.68,1222.73,1.36,2.24,253.3,8.18,17.76,15.39,5.12
07.05.2021 05:40:00,980.05,4.61,96,8.85,8.49,0.35,5.41,8.66,1222.58,1.51,2.62,254.9,6.2,14.3,15.43,5.19
07.05.2021 05:50:00,980.18,4.52,94.6,8.92,8.44,0.48,5.37,8.61,1222.24,1.88,3.82,261.5,10.78,23.49,15.46,5.31
07.05.2021 06:00:00,980.36,4.57,94.8,8.94,8.47,0.46,5.39,8.64,1222.33,1.43,2.5,258.9,8.72,19.78,15.47,5.34
07.05.2021 06:10:00,980.44,4.6,94.7,8.96,8.48,0.47,5.4,8.65,1222.26,1.16,2.03,249.5,16.37,36.05,15.47,5.37
07.05.2021 06:20:00,980.56,4.51,93.8,8.99,8.43,0.56,5.37,8.6,1222.23,1.83,3.39,254,30.36,65.65,15.5,5.42
07.05.2021 06:30:00,980.7,4.39,93,9,8.37,0.63,5.32,8.53,1222.39,2.24,3.3,265.4,30.55,68.68,15.53,5.43
07.05.2021 06:40:00,980.93,4.33,93.5,8.91,8.33,0.58,5.3,8.49,1223.3,2.21,5.62,257.4,31.89,69.63,15.5,5.29
07.05.2021 06:50:00,981.07,3.84,91.3,8.81,8.05,0.77,5.12,8.2,1224.29,3.18,7.28,268.8,111.86,220.68,15.42,5.14
07.05.2021 07:00:00,981.17,3.79,91.1,8.8,8.02,0.78,5.1,8.17,1224.51,2.77,4.93,250.6,193.06,367.38,15.28,5.12
07.05.2021 07:10:00,981.28,3.76,89.2,8.97,8,0.97,5.09,8.16,1223.46,3.14,6.04,257.8,265.36,474.58,15.18,5.39
07.05.2021 07:20:00,981.46,3.56,86.7,9.1,7.89,1.21,5.01,8.04,1222.86,2.9,6.39,254.3,262.24,469.51,15.21,5.59
07.05.2021 07:30:00,981.58,3.01,82.7,9.17,7.59,1.59,4.82,7.73,1222.64,4.34,7.53,273.8,425.77,740.55,15.34,5.71
07.05.2021 07:40:00,981.7,2.74,80.2,9.28,7.44,1.84,4.73,7.58,1222.12,3.61,7.09,277.1,432.13,745.89,15.57,5.88
07.05.2021 07:50:00,981.95,2.66,80.9,9.15,7.4,1.75,4.7,7.54,1223.35,3.25,7.18,275.8,146.43,282.45,15.89,5.67
07.05.2021 08:00:00,982.11,2.35,82.8,8.74,7.24,1.5,4.6,7.37,1226.49,3.8,6.79,266.8,306.2,558.94,16.08,5.02
07.05.2021 08:10:00,982.25,2.3,79.61,9.06,7.21,1.85,4.58,7.34,1224.42,2.9,5.79,285.4,549.89,967.4,16.1,5.54
07.05.2021 08:20:00,982.34,2.57,77.27,9.51,7.35,2.16,4.67,7.48,1221.39,1.87,3.95,251.2,359.64,666.77,16.31,6.24
07.05.2021 08:30:00,982.46,2.1,75.55,9.41,7.11,2.3,4.51,7.23,1222.37,2.22,6.76,275.9,354.24,656.42,16.72,6.07
07.05.2021 08:40:00,982.6,1.93,72.39,9.7,7.02,2.68,4.46,7.15,1220.62,1.87,5.66,270.1,663.73,1182.01,17.07,6.52
07.05.2021 08:50:00,982.83,1.43,68.43,9.9,6.77,3.13,4.3,6.89,1219.75,2.67,5.22,303.8,315.23,586.47,17.53,6.81
07.05.2021 09:00:00,983.08,1.35,71.3,9.45,6.74,2.71,4.27,6.85,1223.04,2.85,4.4,279.2,110.24,222.04,17.96,6.14
07.05.2021 09:10:00,983.26,1.41,73.51,9.2,6.76,2.44,4.29,6.88,1224.92,2.04,4.62,258.3,112.28,228.51,18.07,5.76
07.05.2021 09:20:00,983.42,1.63,74.3,9.25,6.87,2.38,4.36,6.99,1224.74,1.52,3.12,287.7,126.18,259.3,17.97,5.83
07.05.2021 09:30:00,983.56,1.64,75.21,9.15,6.88,2.27,4.36,6.99,1225.63,2.2,3.77,281.3,184.34,372.47,17.83,5.67
07.05.2021 09:40:00,983.73,1.78,75.28,9.23,6.95,2.28,4.41,7.06,1225.21,1.27,5.75,265.7,161.57,328.51,17.67,5.8
07.05.2021 09:50:00,983.89,1.57,73.98,9.25,6.84,2.41,4.34,6.95,1225.36,2.29,5.37,292.7,277.37,548.4,17.56,5.83
07.05.2021 10:00:00,984.06,1.69,73.35,9.41,6.9,2.51,4.37,7.01,1224.45,2.17,5.37,309.2,330.51,653.03,17.48,6.08
07.05.2021 10:10:00,984.17,1.58,70.95,9.66,6.85,2.8,4.34,6.96,1222.97,1.56,4.02,195.7,325.57,643.03,17.44,6.45
07.05.2021 10:20:00,984.35,1.26,68.62,9.76,6.69,3.06,4.24,6.8,1222.61,2.04,6.15,310.5,313.63,622.77,17.49,6.6
07.05.2021 10:30:00,984.44,1.13,68.24,9.72,6.63,3.09,4.2,6.74,1223.01,2.69,6.04,292,335.42,665.26,17.6,6.54
07.05.2021 10:40:00,984.56,0.58,65.03,9.8,6.37,3.43,4.04,6.47,1222.74,2.7,6.65,287.1,333.74,655.85,17.67,6.67
07.05.2021 10:50:00,984.69,-0.34,59.89,9.95,5.96,3.99,3.77,6.05,1222.16,3.56,8.97,271.6,373.07,726.57,17.69,6.88
07.05.2021 11:00:00,984.77,0.14,61.28,10.07,6.17,3.9,3.91,6.27,1221.36,1.87,4.46,297.4,423.66,820.33,17.7,7.07
07.05.2021 11:10:00,984.86,0.27,60.08,10.36,6.23,4.14,3.94,6.32,1219.63,2.13,5.2,298.2,369.94,725.92,17.77,7.48
07.05.2021 11:20:00,984.94,0.01,59.49,10.27,6.11,4.16,3.87,6.2,1220.35,2.05,5.09,286.5,396.05,781.37,17.9,7.35
07.05.2021 11:30:00,985.02,-0.66,55.8,10.43,5.82,4.61,3.68,5.91,1219.63,2.49,6.03,303,449.9,903.68,18.04,7.57
07.05.2021 11:40:00,984.99,-0.35,54.79,10.86,5.95,4.91,3.77,6.04,1216.93,1.88,4.73,279.6,719.08,1380.27,18.2,8.17
07.05.2021 11:50:00,985.1,-0.54,52.55,11.17,5.87,5.3,3.71,5.96,1215.34,2.85,5.63,283.6,478.4,934.39,18.49,8.58
07.05.2021 12:00:00,985.12,-0.45,54.02,10.94,5.91,5.03,3.74,6,1216.68,3.4,5.91,271.3,659.31,1276.03,18.82,8.27
07.05.2021 12:10:00,985.11,0.01,55.13,11.09,6.11,4.97,3.87,6.2,1215.71,3.31,7.12,275.2,784.39,1505.8,19.06,8.47
07.05.2021 12:20:00,985.28,-1.11,51.24,10.99,5.63,5.36,3.56,5.72,1216.71,3.44,6.74,288.8,490.95,974.49,19.26,8.34
07.05.2021 12:30:00,985.24,-0.83,51.18,11.23,5.75,5.48,3.64,5.83,1215.22,2.33,5.21,274.8,972.75,1858.48,19.35,8.66
07.05.2021 12:40:00,985.33,-0.58,50.13,11.68,5.86,5.83,3.7,5.94,1212.79,3.15,5.59,281.2,631.39,1236.19,19.51,9.24
07.05.2021 12:50:00,985.56,-0.64,51.84,11.25,5.83,5.42,3.69,5.92,1215.49,3.17,6.98,278.4,80.23,166.08,19.81,8.68
07.05.2021 13:00:00,985.81,0.05,59.21,10.35,6.13,4.22,3.88,6.22,1220.94,2.43,4.81,310.9,404.03,798.47,19.92,7.46
07.05.2021 13:10:00,985.91,0.6,60.12,10.62,6.38,4.23,4.04,6.47,1219.34,2.31,5.6,280.2,659.09,1288.14,19.77,7.83
07.05.2021 13:20:00,986.01,0.75,57.88,11.15,6.45,4.7,4.08,6.54,1216.32,2.56,5.17,266.8,894.05,1697.4,19.72,8.55
07.05.2021 13:30:00,986.06,0.53,55.49,11.44,6.35,5.09,4.01,6.44,1214.79,2.71,5.93,268.2,910.76,1741.04,19.89,8.93
07.05.2021 13:40:00,986,0.52,54.58,11.63,6.35,5.28,4.01,6.44,1213.69,3.21,5.34,249.5,589.59,1137.05,20.23,9.17
07.05.2021 13:50:00,986.05,0.24,54.64,11.38,6.22,5.16,3.93,6.3,1215.19,2.7,5.12,279.5,354.66,687.33,20.59,8.85
07.05.2021 14:00:00,986.15,0.26,55.44,11.22,6.22,5,3.93,6.31,1216.17,1.83,5.17,319.6,96.61,211.11,20.77,8.65
07.05.2021 14:10:00,986.44,0.91,61.15,10.67,6.52,4.15,4.12,6.61,1219.61,3.33,7.06,253,103.28,235.21,20.74,7.91
07.05.2021 14:20:00,986.67,2.27,73.31,9.82,7.2,2.62,4.55,7.3,1224.86,2.97,5.75,253.2,204.02,425.6,20.45,6.69
07.05.2021 14:30:00,986.92,2.67,77.76,9.52,7.4,2.12,4.68,7.5,1227.03,2.72,6.18,268,100.29,211.43,20.03,6.25
07.05.2021 14:40:00,987.19,2.86,80.1,9.37,7.5,1.86,4.74,7.6,1228.33,2.4,5.91,280.6,50.5,114.6,19.53,6.02
07.05.2021 14:50:00,987.45,2.92,81.3,9.27,7.54,1.73,4.76,7.64,1229.29,1.47,2.87,282.3,81.63,177.8,18.98,5.87
07.05.2021 15:00:00,987.55,3.24,82.7,9.33,7.71,1.61,4.87,7.81,1228.97,1.95,3.39,244.5,273.06,543.15,18.49,5.95
07.05.2021 15:10:00,987.5,3.54,81,9.72,7.87,1.85,4.98,7.97,1226.2,1.94,3.74,219.1,399.35,772.14,18.15,6.55
07.05.2021 15:20:00,987.53,2.97,74.82,10.11,7.56,2.54,4.78,7.66,1223.92,2.18,5.39,255.3,256.92,499.83,18.04,7.12
07.05.2021 15:30:00,987.64,2.85,71.73,10.45,7.5,2.96,4.74,7.59,1221.94,1.36,2.81,293.3,278.6,538.19,18.1,7.61
07.05.2021 15:40:00,987.66,1.83,62.59,11.14,6.97,4.17,4.4,7.06,1218.16,2.19,3.95,253.8,590.51,1111.37,18.24,8.54
07.05.2021 15:50:00,987.77,-0.18,52.53,11.48,6.03,5.45,3.81,6.1,1216.84,2.77,6.66,274.6,440.77,846.7,18.51,8.98
07.05.2021 16:00:00,987.9,-0.26,51.77,11.58,5.99,5.58,3.78,6.07,1216.45,2.94,5.57,264.5,429.87,813.45,18.81,9.11
07.05.2021 16:10:00,988.08,0.19,54.2,11.42,6.19,5.23,3.91,6.27,1217.45,2.68,5.06,273.9,398.18,761.89,19.08,8.91
07.05.2021 16:20:00,988.22,0.78,57.6,11.22,6.46,4.76,4.08,6.54,1218.61,2.98,7.12,282,524.87,982.56,19.29,8.65
07.05.2021 16:30:00,988.33,0.38,56.19,11.18,6.28,4.9,3.96,6.36,1219.1,3.33,5.66,278.6,486.29,911.44,19.45,8.59
07.05.2021 16:40:00,988.5,-0.3,52.53,11.38,5.98,5.4,3.77,6.05,1218.32,2.37,4.94,260.6,457.63,860.03,19.6,8.85
07.05.2021 16:50:00,988.57,-0.45,50.74,11.65,5.91,5.74,3.73,5.98,1216.93,2.72,5.06,272,392.56,743.14,19.81,9.2
07.05.2021 17:00:00,988.72,-0.46,50.36,11.73,5.91,5.82,3.72,5.97,1216.69,2.77,5.05,270.3,382,713.92,20.06,9.3
07.05.2021 17:10:00,988.83,-0.19,50.94,11.82,6.02,5.8,3.8,6.09,1216.25,3.27,5.56,277,374.13,698.15,20.27,9.42
07.05.2021 17:20:00,988.96,0.01,52.12,11.73,6.11,5.62,3.85,6.18,1216.89,3.46,6.07,265,313.61,587.82,20.42,9.3
07.05.2021 17:30:00,989.04,0.52,53.32,11.9,6.34,5.55,4,6.41,1215.97,2.41,7.34,265.9,267.31,507.43,20.48,9.51
07.05.2021 17:40:00,989.19,0.82,54.56,11.88,6.48,5.4,4.09,6.55,1216.18,2.75,5.57,294,284.34,526.59,20.52,9.49
07.05.2021 17:50:00,989.28,1.01,54.96,11.96,6.57,5.39,4.14,6.64,1215.82,1.9,4.13,252.4,248.72,459.18,20.56,9.59
07.05.2021 18:00:00,989.32,0.93,54.65,11.96,6.54,5.42,4.12,6.61,1215.89,2.39,4.79,255.4,219.26,401.96,20.62,9.59
07.05.2021 18:10:00,989.43,0.92,54.56,11.97,6.53,5.44,4.12,6.6,1215.98,2.02,4.54,268.1,191.84,350.62,20.71,9.6
07.05.2021 18:20:00,989.58,0.75,55.18,11.69,6.45,5.24,4.06,6.52,1217.71,2.63,6.02,264.8,120.6,232.84,20.81,9.25
07.05.2021 18:30:00,989.73,0.61,57.31,11.14,6.38,4.76,4.02,6.45,1221,2.47,4.28,265.8,34.96,97.15,20.75,8.54
07.05.2021 18:40:00,989.85,0.67,59.3,10.81,6.41,4.4,4.04,6.48,1223.04,1.75,3.47,260.3,40.96,103.04,20.46,8.1
07.05.2021 18:50:00,989.97,0.69,59.92,10.72,6.42,4.29,4.04,6.49,1223.76,1.36,2.24,251.6,30.11,83.24,20.09,7.97
07.05.2021 19:00:00,990.09,0.69,60.42,10.63,6.42,4.21,4.04,6.48,1224.45,1.92,3.08,255.9,28.58,71.42,19.71,7.85
07.05.2021 19:10:00,990.21,0.73,60.98,10.56,6.44,4.12,4.05,6.5,1224.98,1.74,2.39,256.8,28.64,62.89,19.36,7.76
07.05.2021 19:20:00,990.3,0.72,61.19,10.52,6.43,4.08,4.05,6.5,1225.36,2.15,2.86,260.5,15.5,42.39,19.03,7.69
07.05.2021 19:30:00,990.41,0.71,61.13,10.52,6.43,4.09,4.05,6.5,1225.45,2.3,3.14,257.6,8,25.72,18.72,7.7
07.05.2021 19:40:00,990.55,0.72,61.37,10.49,6.43,4.05,4.05,6.5,1225.85,1.63,2.21,253,5.21,16.72,18.41,7.65
07.05.2021 19:50:00,990.66,0.37,60.25,10.41,6.27,4.14,3.95,6.33,1226.51,1.72,3.01,254.1,0.62,7.85,18.14,7.55
07.05.2021 20:00:00,990.82,0.09,59.56,10.32,6.15,4.17,3.87,6.2,1227.33,1.85,2.48,251.9,0,2.55,17.9,7.42
07.05.2021 20:10:00,990.94,-0.15,58.82,10.27,6.04,4.23,3.8,6.1,1227.82,1.48,2.01,247.7,0,0,17.67,7.35
07.05.2021 20:20:00,991.09,-0.14,59.08,10.23,6.04,4.19,3.8,6.1,1228.27,1.29,1.73,242.6,0,0,17.5,7.29
07.05.2021 20:30:00,991.25,0.13,61.29,10.06,6.17,3.89,3.88,6.22,1229.49,1.98,2.68,244.7,0,0,17.37,7.05
07.05.2021 20:40:00,991.36,0.36,63.71,9.84,6.27,3.57,3.94,6.33,1230.97,2.42,3.02,244.9,0,0,17.24,6.73
07.05.2021 20:50:00,991.38,0.24,63.79,9.75,6.22,3.53,3.91,6.27,1231.65,2.06,2.78,244.8,0,0,17.07,6.59
07.05.2021 21:00:00,991.42,0.19,63.54,9.75,6.19,3.55,3.89,6.25,1231.72,1.89,2.49,244.6,0,0,16.87,6.59
07.05.2021 21:10:00,991.45,0.28,64.05,9.73,6.23,3.5,3.92,6.29,1231.82,2.31,2.83,244.8,0,0,16.66,6.57
07.05.2021 21:20:00,991.47,0.41,65.59,9.6,6.29,3.3,3.96,6.35,1232.72,2.5,3.2,245.8,0,0,16.44,6.36
07.05.2021 21:30:00,991.5,0.42,66.26,9.5,6.3,3.21,3.96,6.35,1233.39,2.67,3.54,245.1,0,0,16.22,6.22
07.05.2021 21:40:00,991.54,0.55,67.79,9.38,6.36,3.02,4,6.41,1234.24,2.92,3.86,250.8,0,0,15.99,6.03
07.05.2021 21:50:00,991.6,0.6,68.5,9.31,6.38,2.93,4.01,6.43,1234.75,2.42,3.25,249.5,0,0,15.76,5.93
07.05.2021 22:00:00,991.62,0.63,68.2,9.38,6.4,2.98,4.02,6.45,1234.32,2.22,2.71,254,0,0,15.54,6.03
07.05.2021 22:10:00,991.69,0.67,68.41,9.37,6.41,2.96,4.03,6.46,1234.45,2.7,3.58,248.7,0,0,15.34,6.02
07.05.2021 22:20:00,991.76,0.51,68.43,9.26,6.34,2.92,3.99,6.39,1235.31,2.73,3.33,244.6,0,0,15.17,5.85
07.05.2021 22:30:00,991.83,0.31,67.81,9.21,6.25,2.96,3.93,6.3,1235.81,2.56,3.19,247,0,0,15.01,5.77
07.05.2021 22:40:00,991.89,0.16,67.68,9.13,6.18,2.95,3.89,6.23,1236.45,2.15,2.97,235.4,0,0,14.86,5.65
07.05.2021 22:50:00,992.04,0.21,70.1,8.85,6.2,2.65,3.9,6.25,1238.66,1.72,2.37,222.9,0,0,14.72,5.19
07.05.2021 23:00:00,992.13,0.24,72.09,8.62,6.21,2.41,3.9,6.26,1240.42,1.17,2.09,222.3,0,0,14.6,4.82
07.05.2021 23:10:00,992.23,0.16,73.23,8.44,6.18,2.26,3.88,6.23,1241.91,0.68,1.35,221.4,0,0,14.49,4.52
